T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__bilophila_wadsworthia,,g__superoxide dismutase,m__hmdb01232,s__clostridium_clostridioforme,0.26,0.16,0.13,0.13,FALSE,TRUE,FALSE,FALSE
s__bilophila_wadsworthia,,g__superoxide dismutase,m__hmdb00562,s__bilophila_wadsworthia,0.26,1,0.21,1,FALSE,TRUE,FALSE,FALSE
s__bilophila_wadsworthia,,g__superoxide dismutase,m__hmdb00197,s__odoribacter_splanchnicus,0.26,0.64,0.39,0.21,FALSE,TRUE,FALSE,FALSE
s__bilophila_wadsworthia,,g__superoxide dismutase,m__hmdb00197,s__bacteroides_stercoris,0.26,0.64,0.91,0.57,FALSE,TRUE,FALSE,FALSE
s__bilophila_wadsworthia,,g__superoxide dismutase,m__hmdb00197,s__alistipes_onderdonkii,0.26,0.64,0.57,0.96,FALSE,TRUE,FALSE,FALSE
s__bilophila_wadsworthia,,g__superoxide dismutase,m__hmdb00138,s__bacteroides_xylanisolvens,0.26,0.78,0.5,0.31,FALSE,TRUE,FALSE,FALSE
s__bilophila_wadsworthia,,g__superoxide dismutase,m__hmdb00063,s__dorea_unclassified,0.26,0.99,0.1,0.49,FALSE,TRUE,FALSE,FALSE
s__bilophila_wadsworthia,,g__pyridoxal 5-phosphate synthase glutamine hydrolyzing,m__hmdb00039,s__bacteroides_finegoldii,0.18,0.21,0.8,0.58,FALSE,TRUE,FALSE,FALSE
s__bilophila_unclassified,,g__nadh dehydrogenase quinone,m__hmdb02329,s__bilophila_wadsworthia,0.1,0.35,0.35,0.12,FALSE,TRUE,FALSE,FALSE
s__bilophila_unclassified,,g__methionyl aminopeptidase,m__hmdb00806,s__dorea_unclassified,0.22,0.95,0.17,0.32,FALSE,TRUE,FALSE,FALSE
s__bilophila_unclassified,,g__methionyl aminopeptidase,m__hmdb00806,s__clostridium_clostridioforme,0.22,0.95,1,0.53,FALSE,TRUE,FALSE,FALSE
s__bilophila_unclassified,,g__methionyl aminopeptidase,m__hmdb00626,s__lachnospiraceae_bacterium_3_1_46faa,0.22,0.28,1,0.25,FALSE,TRUE,FALSE,FALSE
s__bilophila_unclassified,,g__methionyl aminopeptidase,m__hmdb00626,s__lachnospiraceae_bacterium_3_1_46faa,0.22,0.28,1,0.69,FALSE,TRUE,FALSE,FALSE
s__bilophila_unclassified,,g__methionyl aminopeptidase,m__hmdb00626,s__holdemania_unclassified,0.22,0.28,0.24,0.17,FALSE,TRUE,FALSE,FALSE
s__bilophila_unclassified,,g__methionyl aminopeptidase,m__hmdb00626,s__bilophila_unclassified,0.22,0.28,0.85,1,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__serine o-acetyltransferase,m__hmdb00725,s__bacteroides_fragilis,0.29,0.13,0.32,0.25,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__serine o-acetyltransferase,m__hmdb00128,s__peptostreptococcaceae_noname_unclassified,0.29,0.69,0.1,0.1,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__dna helicase,m__hmdb02123,s__dorea_unclassified,0.23,1,0.69,0.66,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__dna helicase,m__hmdb01547,s__bifidobacterium_longum,0.23,0.65,0.13,1,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__dna helicase,m__hmdb00239,s__streptococcus_thermophilus,0.23,0.1,0.23,0.18,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb01257,s__collinsella_aerofaciens,0.51,1,0.46,0.89,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00806,s__veillonella_unclassified,0.51,0.85,0.55,0.82,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00806,s__dorea_unclassified,0.51,0.85,0.17,0.27,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00725,s__veillonella_parvula,0.51,0.13,0.78,0.92,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00725,s__streptococcus_thermophilus,0.51,0.13,0.14,0.48,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00725,s__bacteroides_fragilis,0.51,0.13,0.32,0.25,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00128,s__peptostreptococcaceae_noname_unclassified,0.51,0.69,0.1,0.22,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00128,s__peptostreptococcaceae_noname_unclassified,0.51,0.69,0.1,1,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00128,s__haemophilus_parainfluenzae,0.51,0.69,0.76,0.46,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00128,s__haemophilus_parainfluenzae,0.51,0.69,0.76,0.1,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00128,s__bifidobacterium_adolescentis,0.51,0.69,0.15,1,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00036,s__escherichia_coli,0.51,0.11,0.21,0.24,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00036,s__bifidobacterium_longum,0.51,0.11,0.21,1,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__serine o-acetyltransferase,m__hmdb00036,s__bifidobacterium_longum,0.51,0.11,0.21,1,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_adolescentis,,g__glyceraldehyde-3-phosphate dehydrogenase phosphorylating,m__hmdb03464,s__prevotella_copri,0.99,0.25,0.28,0.47,FALSE,TRUE,FALSE,FALSE
s__barnesiella_intestinihominis,,g__nadh dehydrogenase quinone,m__hmdb01991,s__bilophila_unclassified,0.11,0.16,0.81,0.22,FALSE,TRUE,FALSE,FALSE
s__barnesiella_intestinihominis,,g__nadh dehydrogenase quinone,m__hmdb00812,s__collinsella_aerofaciens,0.11,0.32,0.36,0.73,FALSE,TRUE,FALSE,FALSE
s__barnesiella_intestinihominis,,g__nadh dehydrogenase quinone,m__hmdb00039,s__eubacterium_siraeum,0.11,0.61,0.42,0.22,FALSE,TRUE,FALSE,FALSE
s__barnesiella_intestinihominis,,g__nadh dehydrogenase quinone,m__hmdb00014,s__eubacterium_ventriosum,0.11,0.7,0.46,0.11,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__5-formyltetrahydrofolate cyclo-ligase,m__hmdb01991,s__bacteroides_xylanisolvens,0.36,0.25,0.4,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__5-formyltetrahydrofolate cyclo-ligase,m__hmdb00094,s__ruminococcus_torques,0.36,0.31,0.56,0.14,FALSE,TRUE,FALSE,FALSE
s__bacteroides_vulgatus,,g__nadh,m__hmdb03357,s__dorea_unclassified,0.89,0.12,0.5,0.21,FALSE,TRUE,FALSE,FALSE
s__bacteroides_vulgatus,,g__nadh,m__hmdb01232,s__eubacterium_ventriosum,0.89,0.2,0.2,0.1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_vulgatus,,g__beta-ketoacyl-acyl-carrier-protein synthase ii,m__hmdb00626,s__alistipes_shahii,0.12,0.48,0.56,0.16,FALSE,TRUE,FALSE,FALSE
s__bacteroides_vulgatus,,g__beta-ketoacyl-acyl-carrier-protein synthase ii,m__hmdb00020,s__eubacterium_siraeum,0.12,0.79,0.45,0.36,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__phosphopyruvate hydratase,m__hmdb01991,s__anaerotruncus_unclassified,0.7,0.1,0.84,0.31,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__phosphopyruvate hydratase,m__hmdb00873,s__eubacterium_hallii,0.7,0.86,1,0.15,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__methionyl aminopeptidase,m__hmdb00239,s__bacteroides_uniformis,0.14,0.2,0.28,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__methionyl aminopeptidase,m__hmdb00174,s__alistipes_onderdonkii,0.14,0.11,0.99,0.67,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__superoxide dismutase,m__hmdb00197,s__bacteroides_stercoris,0.61,0.64,0.91,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__coprococcus_catus,0.97,1,1,0.1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__coprococcus_catus,0.97,1,1,0.31,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00764,s__bacteroides_ovatus,0.97,0.57,0.12,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__pyridoxal 5-phosphate synthase,m__hmdb00637,s__bifidobacterium_adolescentis,0.75,0.75,0.88,0.1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__pyridoxal 5-phosphate synthase,m__hmdb00626,s__lachnospiraceae_bacterium_3_1_46faa,0.75,0.1,1,0.69,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__pyridoxal 5-phosphate synthase,m__hmdb00626,s__holdemania_unclassified,0.75,0.1,0.24,0.31,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__pyridoxal 5-phosphate synthase,m__hmdb00619,s__roseburia_hominis,0.75,0.54,0.1,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__eubacterium_hallii,0.99,1,0.1,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__eubacterium_hallii,0.99,1,0.1,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__dorea_longicatena,0.99,1,1,0.35,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__dorea_longicatena,0.99,1,1,0.54,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__dorea_formicigenerans,0.99,1,1,0.53,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__dorea_formicigenerans,0.99,1,1,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__coprococcus_catus,0.99,1,1,0.21,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__clostridium_citroniae,0.99,1,0.55,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__anaerostipes_hadrus,0.99,1,0.26,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb02123,s__anaerostipes_hadrus,0.99,1,0.26,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00873,s__roseburia_intestinalis,0.99,0.43,0.19,0.16,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00764,s__eubacterium_ventriosum,0.99,0.57,0.2,0.21,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00764,s__bacteroides_ovatus,0.99,0.57,0.12,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00764,s__bacteroides_ovatus,0.99,0.57,0.12,0.89,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00764,s__bacteroides_faecis,0.99,0.57,0.25,0.97,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00764,s__bacteroides_faecis,0.99,0.57,0.25,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00511,s__mitsuokella_unclassified,0.99,0.23,0.43,0.98,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00511,s__mitsuokella_unclassified,0.99,0.23,0.43,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00482,s__holdemania_filiformis,0.99,0.98,0.99,0.78,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00482,s__holdemania_filiformis,0.99,0.98,0.99,0.8,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00482,s__bacteroides_stercoris,0.99,0.98,0.19,0.27,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00482,s__bacteroides_stercoris,0.99,0.98,0.19,0.36,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00244,s__lachnospiraceae_bacterium_1_1_57faa,0.99,1,0.73,0.49,FALSE,TRUE,FALSE,FALSE
s__bacteroides_massiliensis,,g__phosphoglycerate mutase 2:3-diphosphoglycerate-dependent,m__hmdb00039,s__clostridium_symbiosum,0.99,0.46,0.43,0.22,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__peroxiredoxin,m__hmdb02322,s__streptococcus_thermophilus,0.96,0.21,0.88,0.48,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__peroxiredoxin,m__hmdb02322,s__streptococcus_thermophilus,0.96,0.21,0.88,0.47,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__peroxiredoxin,m__hmdb02322,s__bacteroides_xylanisolvens,0.96,0.21,0.15,0.28,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00365,s__roseburia_intestinalis,0.22,0.73,0.71,0.77,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00365,s__roseburia_intestinalis,0.22,0.73,0.71,0.54,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00139,s__veillonella_atypica,0.22,0.12,0.11,0.17,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00139,s__faecalibacterium_prausnitzii,0.22,0.12,0.15,0.8,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__aspartate ammonia-lyase,m__hmdb00699,s__bacteroides_fragilis,0.51,0.14,0.61,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__methionyl aminopeptidase,m__hmdb00806,s__eubacterium_siraeum,0.1,0.95,0.94,0.45,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__methionyl aminopeptidase,m__hmdb00626,s__bacteroides_cellulosilyticus,0.1,0.28,0.8,0.92,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__methionyl aminopeptidase,m__hmdb00626,s__alistipes_shahii,0.1,0.28,0.56,0.13,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__methionyl aminopeptidase,m__hmdb00174,s__odoribacter_splanchnicus,0.1,0.11,0.42,0.46,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__methionyl aminopeptidase,m__hmdb00020,s__eubacterium_eligens,0.1,0.9,0.74,0.14,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__methionyl aminopeptidase,m__hmdb00020,s__eubacterium_eligens,0.1,0.9,0.74,0.85,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__glucose-6-phosphate dehydrogenase nadp+,m__hmdb01149,s__bacteroides_finegoldii,0.46,0.2,1,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb00764,s__eubacterium_ventriosum,0.16,0.31,0.2,0.19,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb00764,s__bacteroides_faecis,0.16,0.31,0.25,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb00128,s__erysipelotrichaceae_bacterium_6_1_45,0.16,0.11,0.9,0.48,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb00118,s__lachnospiraceae_bacterium_1_1_57faa,0.16,0.79,0.3,0.72,FALSE,TRUE,FALSE,FALSE
s__bacteroides_eggerthii,,g__rna helicase,m__hmdb02322,s__alistipes_shahii,0.31,0.2,0.12,0.72,FALSE,TRUE,FALSE,FALSE
s__bacteroides_eggerthii,,g__rna helicase,m__hmdb01895,s__holdemania_unclassified,0.31,0.87,0.29,0.12,FALSE,TRUE,FALSE,FALSE
s__bacteroides_eggerthii,,g__rna helicase,m__hmdb01895,s__clostridium_asparagiforme,0.31,0.87,0.41,0.52,FALSE,TRUE,FALSE,FALSE
s__bacteroides_eggerthii,,g__rna helicase,m__hmdb00118,s__coprococcus_comes,0.31,0.71,0.17,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_eggerthii,,g__rna helicase,m__hmdb00118,s__coprococcus_comes,0.31,0.71,0.17,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_eggerthii,,g__preq1 synthase,m__hmdb00197,s__bacteroides_stercoris,0.2,0.13,0.91,0.29,FALSE,TRUE,FALSE,FALSE
s__bacteroides_eggerthii,,g__glucose-6-phosphate dehydrogenase nadp+,m__hmdb00619,s__prevotella_copri,0.91,0.67,0.81,0.53,FALSE,TRUE,FALSE,FALSE
s__bacteroides_eggerthii,,g__glucose-6-phosphate dehydrogenase nadp+,m__hmdb00619,s__prevotella_copri,0.91,0.67,0.81,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_eggerthii,,g__glucose-6-phosphate dehydrogenase nadp+,m__hmdb00619,s__eubacterium_eligens,0.91,0.67,0.24,0.15,FALSE,TRUE,FALSE,FALSE
s__bacteroides_eggerthii,,g__glucose-6-phosphate dehydrogenase nadp+,m__hmdb00247,s__burkholderiales_bacterium_1_1_47,0.91,0.15,0.42,0.12,FALSE,TRUE,FALSE,FALSE
s__bacteroides_eggerthii,,g__glucose-6-phosphate dehydrogenase nadp+,m__hmdb00247,s__burkholderiales_bacterium_1_1_47,0.91,0.15,0.42,0.98,FALSE,TRUE,FALSE,FALSE
s__bacteroides_dorei,,g__phosphopyruvate hydratase,m__hmdb01232,s__dorea_longicatena,0.49,0.38,0.92,0.4,FALSE,TRUE,FALSE,FALSE
s__bacteroides_dorei,,g__phosphopyruvate hydratase,m__hmdb01149,s__peptostreptococcaceae_noname_unclassified,0.49,0.54,1,0.54,FALSE,TRUE,FALSE,FALSE
s__bacteroides_dorei,,g__phosphopyruvate hydratase,m__hmdb00873,s__bacteroides_massiliensis,0.49,0.86,0.54,1,FALSE,TRUE,FALSE,FALSE
s__bacteroides_dorei,,g__phosphopyruvate hydratase,m__hmdb00873,s__bacteroides_massiliensis,0.49,0.86,0.54,0.89,FALSE,TRUE,FALSE,FALSE
s__bacteroides_dorei,,g__phosphopyruvate hydratase,m__hmdb00244,s__lachnospiraceae_bacterium_1_1_57faa,0.49,0.84,0.73,0.23,FALSE,TRUE,FALSE,FALSE
s__bacteroides_dorei,,g__phosphopyruvate hydratase,m__hmdb00039,s__clostridium_citroniae,0.49,0.91,0.63,0.67,FALSE,TRUE,FALSE,FALSE
s__bacteroides_dorei,,g__2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase,m__hmdb10169,s__coprococcus_catus,0.68,0.98,0.37,0.89,FALSE,TRUE,FALSE,FALSE
s__bacteroides_dorei,,g__2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase,m__hmdb10169,s__coprococcus_catus,0.68,0.98,0.37,0.12,FALSE,TRUE,FALSE,FALSE
s__bacteroides_dorei,,g__2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase,m__hmdb00764,s__bacteroides_ovatus,0.68,0.65,0.12,0.17,FALSE,TRUE,FALSE,FALSE
s__bacteroides_dorei,,g__2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase,m__hmdb00626,s__lachnospiraceae_bacterium_5_1_63faa,0.68,0.57,0.15,0.22,FALSE,TRUE,FALSE,FALSE
s__bacteroides_dorei,,g__2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase,m__hmdb00365,s__bacteroides_dorei,0.68,0.32,0.96,1,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_unclassified,,g__peptidylprolyl isomerase,m__hmdb00128,s__anaerotruncus_unclassified,0.4,0.12,0.11,1,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_unclassified,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb01169,s__lachnospiraceae_bacterium_3_1_46faa,0.19,0.19,0.48,0.4,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_unclassified,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb01169,s__lachnospiraceae_bacterium_3_1_46faa,0.19,0.19,0.48,0.49,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_unclassified,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00262,s__ruminococcus_bromii,0.19,0.99,0.86,0.14,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_unclassified,,g__3-hydroxyacyl-coa dehydrogenase,m__hmdb00637,s__bacteroides_xylanisolvens,0.39,0.44,0.36,0.96,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__methionyl aminopeptidase,m__hmdb00806,s__anaerotruncus_colihominis,0.32,0.95,0.13,1,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__methionyl aminopeptidase,m__hmdb00626,s__ruminococcus_lactaris,0.32,0.28,0.14,0.58,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__methionyl aminopeptidase,m__hmdb00626,s__ruminococcus_lactaris,0.32,0.28,0.14,0.15,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__methionyl aminopeptidase,m__hmdb00511,s__eggerthella_unclassified,0.32,0.4,0.42,0.93,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__methionyl aminopeptidase,m__hmdb00511,s__eggerthella_unclassified,0.32,0.4,0.42,0.87,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__methionyl aminopeptidase,m__hmdb00239,s__oscillibacter_unclassified,0.32,0.2,0.7,0.21,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__methionyl aminopeptidase,m__hmdb00239,s__oscillibacter_unclassified,0.32,0.2,0.7,0.21,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__methionyl aminopeptidase,m__hmdb00174,s__lachnospiraceae_bacterium_7_1_58faa,0.32,0.11,0.38,0.35,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__methionyl aminopeptidase,m__hmdb00174,s__lachnospiraceae_bacterium_7_1_58faa,0.32,0.11,0.38,0.35,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__methionyl aminopeptidase,m__hmdb00020,s__lachnospiraceae_bacterium_8_1_57faa,0.32,0.9,0.67,0.18,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__methionyl aminopeptidase,m__hmdb00020,s__lachnospiraceae_bacterium_8_1_57faa,0.32,0.9,0.67,0.15,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__glucose-6-phosphate dehydrogenase nadp+,m__hmdb00619,s__coprococcus_comes,0.98,0.67,0.52,0.8,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__glucose-6-phosphate dehydrogenase nadp+,m__hmdb00139,s__eubacterium_ramulus,0.98,0.1,0.12,0.87,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__glucose-6-phosphate dehydrogenase nadp+,m__hmdb00118,s__ruminococcus_torques,0.98,0.21,0.8,1,FALSE,TRUE,FALSE,FALSE
s__anaerotruncus_colihominis,,g__glucose-6-phosphate dehydrogenase nadp+,m__hmdb00118,s__ruminococcus_torques,0.98,0.21,0.8,1,FALSE,TRUE,FALSE,FALSE
s__anaerostipes_hadrus,,g__3-hydroxyacyl-coa dehydrogenase,m__hmdb00619,s__roseburia_inulinivorans,0.14,0.47,0.96,0.67,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__methionyl aminopeptidase,m__hmdb00626,s__alistipes_shahii,0.34,0.28,0.56,1,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__methionyl aminopeptidase,m__hmdb00174,s__odoribacter_splanchnicus,0.34,0.11,0.42,0.62,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__methionyl aminopeptidase,m__hmdb00174,s__lachnospiraceae_bacterium_2_1_58faa,0.34,0.11,0.98,0.13,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__glutamate decarboxylase,m__hmdb00139,s__clostridium_bolteae,0.59,0.45,0.92,1,FALSE,TRUE,FALSE,FALSE
s__alistipes_putredinis,,g__preq1 synthase,m__hmdb00873,s__ruminococcus_callidus,0.16,0.13,1,0.32,FALSE,TRUE,FALSE,FALSE
s__alistipes_putredinis,,g__preq1 synthase,m__hmdb00873,s__bacteroides_finegoldii,0.16,0.13,0.23,0.4,FALSE,TRUE,FALSE,FALSE
